site,date,time,reported_entero_MPN_100_per_mL,Notes,entero_MPN_100_per_mL,rainfall_0,rainfall_1,rainfall_2,rainfall_3,rainfall_4,rainfall_5,rainfall_6,rainfall_sum_24,rainfall_sum_48,rainfall_sum_72,rainfall_pres_24,rainfall_pres_48,rainfall_pres_72
"Pier I (70th Street), Hudson River",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 99 boat ramp, Hudson River",8/11/2016,8:28 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 96, Hudson River ",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 84, Hudson River ",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 66, Hudson River ",8/11/2016,8:21 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 40, Hudson River",8/11/2016,11:43 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 26, Hudson River ",8/11/2016,10:45 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 13 (Hoboken), Hudson River",8/11/2016,9:30 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Hoboken Cove Beach, Hudson River",8/11/2016,9:43 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Hunts Point Riverside Park, Bronx River",8/11/2016,12:17 PM,20,,20,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"World's Fair Marina Pier 1 East, Flushing Bay",8/11/2016,8:15 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"World's Fair Marina Pier 1 West, Flushing Bay",8/11/2016,8:26 AM,323,,323,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"World's Fair Marina boat ramp, Flushing Bay",8/11/2016,8:12 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
Flushing Creek,8/11/2016,9:55 AM,52,,52,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
Meadow Lake (Flushing Meadows-Corona Park),8/11/2016,11:00 AM,62,,62,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
Little Neck Bay,8/11/2016,8:42 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Hallets Cove, East River",8/11/2016,1:46 PM,108,,108,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Anable Basin, East River",8/11/2016,10:00 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Gantry State Park, East River",8/11/2016,12:35 PM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"North Brooklyn Boat Club, Newtown Creek",8/11/2016,10:50 AM,20,,20,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"North Henry Street, Newtown Creek",8/11/2016,11:25 AM,74,,74,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Stuyvesant Cove, East River",8/11/2016,8:01 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
Bushwick Inlet Park,8/11/2016,9:15 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Wallabout Channel, Brooklyn Navy Yard",8/11/2016,7:19 AM,31,,31,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 42/Jackson St., East River",8/11/2016,7:47 AM,20,,20,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Main Street Beach (Dumbo), East River",8/11/2016,7:31 AM,10,,10,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Brooklyn Bridge Beach (Manhattan), East River",8/11/2016,10:10 AM,20,,20,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",8/11/2016,10:01 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",8/11/2016,9:57 AM,20,,20,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Valentino Pier, Buttermilk Channel",8/11/2016,9:46 AM,<10,,5,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"2nd St. Sponge Park, Gowanus Canal",8/11/2016,7:10 AM,74,,74,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Butler St., Gowanus Canal",8/11/2016,6:58 AM,1421,,1421,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
Prospect Park Lake,8/11/2016,7:30 AM,41,,41,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Pier 101, Governors Island",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Bush Terminal Park, Sunset Park",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Sebago Canoe Club, Paerdegat Basin",8/11/2016,9:30 AM,325,,325,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Calvert Vaux Park, Coney Island Creek ",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"Kaiser Park Beach, Coney Island Creek",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"West 20th St., Coney Island Creek",8/11/2016,,,,,0.15,0.09,0,0,0,0.05,0,0.24,0.24,0.24,Y,Y,Y
"JFK Marina (Yonkers), Hudson River",8/4/2016,10:09 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Yonkers Paddling and Rowing Club, Hudson River",8/4/2016,10:27 AM,40,,40,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Yonkers, Saw Mill River (daylighted section)",8/4/2016,10:46 AM,280,,280,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Muscota Marsh, Harlem River",8/4/2016,10:05 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"North Cove, Harlem River",8/4/2016,10:17 AM,41,,41,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Peter J. Sharp Boathouse, Harlem River",8/4/2016,9:10 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Bronx Kill West, Randalls Island",8/4/2016,8:59 AM,231,,231,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Bronx Kill East, Randalls Island",8/4/2016,8:36 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Little Hell Gate, Randalls Island",8/4/2016,9:22 AM,670,,670,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Inwood Canoe Club, Hudson River",8/4/2016,11:50 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"West 145th Street, Hudson River",8/4/2016,8:25 AM,20,,20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"West 133rd St., Hudson River",8/4/2016,8:48 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"West 100th Street, Hudson River",8/4/2016,8:02 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier I (70th Street), Hudson River",8/4/2016,9:35 AM,20,,20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 99 boat ramp, Hudson River",8/4/2016,8:00 AM,75,,75,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 96, Hudson River ",8/4/2016,7:20 AM,30,,30,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 84, Hudson River ",8/4/2016,7:27 AM,20,,20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 66, Hudson River ",8/4/2016,11:52 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 40, Hudson River",8/4/2016,11:22 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 26, Hudson River ",8/4/2016,9:51 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 13 (Hoboken), Hudson River",8/4/2016,10:10 AM,20,,20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Hoboken Cove Beach, Hudson River",8/4/2016,10:15 AM,41,,41,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Hunts Point Riverside Park, Bronx River",8/4/2016,11:25 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"World's Fair Marina Pier 1 East, Flushing Bay",8/4/2016,8:20 AM,74,,74,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"World's Fair Marina Pier 1 West, Flushing Bay",8/4/2016,8:30 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"World's Fair Marina boat ramp, Flushing Bay",8/4/2016,8:15 AM,134,,134,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
Flushing Creek,8/4/2016,9:32 AM,41,,41,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
Meadow Lake (Flushing Meadows-Corona Park),8/4/2016,9:48 AM,328,,328,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
Little Neck Bay,8/4/2016,8:05 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Hallets Cove, East River",8/4/2016,12:13 PM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Anable Basin, East River",8/4/2016,12:30 PM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Gantry State Park, East River",8/4/2016,10:50 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"North Brooklyn Boat Club, Newtown Creek",8/4/2016,10:37 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"North Henry Street, Newtown Creek",8/4/2016,11:09 AM,20,,20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Stuyvesant Cove, East River",8/4/2016,7:54 AM,41,,41,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
Bushwick Inlet Park,8/4/2016,9:28 AM,30,,30,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Wallabout Channel, Brooklyn Navy Yard",8/4/2016,7:12 AM,98,,98,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 42/Jackson St., East River",8/4/2016,7:41 AM,20,20 (lab split),20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Main Street Beach (Dumbo), East River",8/4/2016,7:24 AM,20,,20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Brooklyn Bridge Beach (Manhattan), East River",8/4/2016,9:52 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",8/4/2016,10:00 AM,<10,,5,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 4 beach, Brooklyn Bridge Park, East River",8/4/2016,9:56 AM,20,,20,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Valentino Pier, Buttermilk Channel",8/4/2016,9:41 AM,41,,41,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"2nd St. Sponge Park, Gowanus Canal",8/4/2016,7:15 AM,109,,109,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Butler St., Gowanus Canal",8/4/2016,7:20 AM,594,,594,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
Prospect Park Lake,8/4/2016,7:30 AM,41,,41,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Pier 101, Governors Island",8/4/2016,,,,,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Bush Terminal Park, Sunset Park",8/4/2016,,,,,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Sebago Canoe Club, Paerdegat Basin",8/4/2016,8:48 AM,10,,10,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Calvert Vaux Park, Coney Island Creek ",8/4/2016,,,,,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"Kaiser Park Beach, Coney Island Creek",8/4/2016,,,,,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"West 20th St., Coney Island Creek",8/4/2016,,,,,0,0,0,0,1.08,0.25,1.09,0,0,0,N,N,N
"JFK Marina (Yonkers), Hudson River",7/28/2016,1:45 PM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Yonkers Paddling and Rowing Club, Hudson River",7/28/2016,11:45 AM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Yonkers, Saw Mill River (daylighted section)",7/28/2016,11:30 AM,52,,52,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Muscota Marsh, Harlem River",7/28/2016,11:37 AM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"North Cove, Harlem River",7/28/2016,11:07 AM,20,,20,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Peter J. Sharp Boathouse, Harlem River",7/28/2016,10:40 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Bronx Kill West, Randalls Island",7/28/2016,9:20 AM,657,,657,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Bronx Kill East, Randalls Island",7/28/2016,8:37 AM,183,,183,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Little Hell Gate, Randalls Island",7/28/2016,9:53 AM,74,,74,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Inwood Canoe Club, Hudson River",7/28/2016,9:22 AM,41,,41,0,0,0,1,0,0,0,0,0,1,N,N,Y
"West 145th Street, Hudson River",7/28/2016,7:34 AM,75,,75,0,0,0,1,0,0,0,0,0,1,N,N,Y
"West 133rd St., Hudson River",7/28/2016,7:46 AM,20,,20,0,0,0,1,0,0,0,0,0,1,N,N,Y
"West 100th Street, Hudson River",7/28/2016,7:10 AM,63,,63,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier I (70th Street), Hudson River",7/28/2016,8:50 AM,75,,75,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 99 boat ramp, Hudson River",7/28/2016,9:46 AM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 96, Hudson River ",7/28/2016,10:45 AM,20,,20,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 84, Hudson River ",7/28/2016,10:58 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 66, Hudson River ",7/28/2016,7:55 AM,132,,132,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 40, Hudson River",7/28/2016,12:41 PM,30,10 (lab split),30,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 26, Hudson River ",7/28/2016,9:40 AM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 13 (Hoboken), Hudson River",7/28/2016,10:24 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Hoboken Cove Beach, Hudson River",7/28/2016,10:43 AM,85,,85,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Hunts Point Riverside Park, Bronx River",7/28/2016,3:12 PM,204,,204,0,0,0,1,0,0,0,0,0,1,N,N,Y
"World's Fair Marina Pier 1 East, Flushing Bay",7/28/2016,8:16 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
"World's Fair Marina Pier 1 West, Flushing Bay",7/28/2016,8:22 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
"World's Fair Marina boat ramp, Flushing Bay",7/28/2016,8:12 AM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
Flushing Creek,7/28/2016,9:32 AM,106,,106,0,0,0,1,0,0,0,0,0,1,N,N,Y
Meadow Lake (Flushing Meadows-Corona Park),7/28/2016,9:47 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
Little Neck Bay,7/28/2016,8:03 AM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Hallets Cove, East River",7/28/2016,4:00 PM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Anable Basin, East River",7/28/2016,10:15 AM,31,,31,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Gantry State Park, East River",7/28/2016,9:48 AM,41,,41,0,0,0,1,0,0,0,0,0,1,N,N,Y
"North Brooklyn Boat Club, Newtown Creek",7/28/2016,10:45 AM,20,,20,0,0,0,1,0,0,0,0,0,1,N,N,Y
"North Henry Street, Newtown Creek",7/28/2016,11:15 AM,41,,41,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Stuyvesant Cove, East River",7/28/2016,,,,,0,0,0,1,0,0,0,0,0,1,N,N,Y
Bushwick Inlet Park,7/28/2016,8:52 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Wallabout Channel, Brooklyn Navy Yard",7/28/2016,7:17 AM,554,,554,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 42/Jackson St., East River",7/28/2016,,,,,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Main Street Beach (Dumbo), East River",7/28/2016,7:30 AM,10,,10,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Brooklyn Bridge Beach (Manhattan), East River",7/28/2016,9:35 AM,121,,121,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 2 kayak dock, Brooklyn Bridge Park, East River",7/28/2016,10:05 AM,<10,,5,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 4 beach, Brooklyn Bridge Park, East River",7/28/2016,10:01 AM,148,,148,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Valentino Pier, Buttermilk Channel",7/28/2016,9:50 AM,41,,41,0,0,0,1,0,0,0,0,0,1,N,N,Y
"2nd St. Sponge Park, Gowanus Canal",7/28/2016,8:15 AM,161,,161,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Butler St., Gowanus Canal",7/28/2016,7:54 AM,31,"""non-foam sample""",31,0,0,0,1,0,0,0,0,0,1,N,N,Y
Prospect Park Lake,7/28/2016,7:30 AM,410,,410,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Pier 101, Governors Island",7/28/2016,,,,,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Bush Terminal Park, Sunset Park",7/28/2016,,,,,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Sebago Canoe Club, Paerdegat Basin",7/28/2016,10:00 AM,128,,128,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Calvert Vaux Park, Coney Island Creek ",7/28/2016,,,,,0,0,0,1,0,0,0,0,0,1,N,N,Y
"Kaiser Park Beach, Coney Island Creek",7/28/2016,,,,,0,0,0,1,0,0,0,0,0,1,N,N,Y
"West 20th St., Coney Island Creek",7/28/2016,,,,,0,0,0,1,0,0,0,0,0,1,N,N,Y
"JFK Marina (Yonkers), Hudson River",7/21/2016,10:31 AM,31,,31,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Yonkers Paddling and Rowing Club, Hudson River",7/21/2016,,,,,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Yonkers, Saw Mill River (daylighted section)",7/21/2016,10:50 AM,73,,73,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Muscota Marsh, Harlem River",7/21/2016,10:53 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"North Cove, Harlem River",7/21/2016,10:38 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Peter J. Sharp Boathouse, Harlem River",7/21/2016,9:43 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Bronx Kill West, Randalls Island",7/21/2016,8:50 AM,146,,146,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Bronx Kill East, Randalls Island",7/21/2016,8:27 AM,155,,155,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Little Hell Gate, Randalls Island",7/21/2016,9:20 AM,10,,10,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Inwood Canoe Club, Hudson River",7/21/2016,8:35 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"West 145th Street, Hudson River",7/21/2016,8:10 AM,10,,10,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"West 133rd St., Hudson River",7/21/2016,7:56 AM,10,,10,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"West 100th Street, Hudson River",7/21/2016,7:32 AM,20,,20,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier I (70th Street), Hudson River",7/21/2016,8:20 AM,10,,10,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 99 boat ramp, Hudson River",7/21/2016,8:22 AM,450,,450,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 96, Hudson River ",7/21/2016,7:59 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 84, Hudson River ",7/21/2016,7:50 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 66, Hudson River ",7/21/2016,9:49 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 40, Hudson River",7/21/2016,12:25 PM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 26, Hudson River ",7/21/2016,10:24 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 13 (Hoboken), Hudson River",7/21/2016,9:25 AM,51,,51,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Hoboken Cove Beach, Hudson River",7/21/2016,9:30 AM,160,,160,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Hunts Point Riverside Park, Bronx River",7/21/2016,11:35 AM,383,,383,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"World's Fair Marina Pier 1 East, Flushing Bay",7/21/2016,8:00 AM,20,,20,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"World's Fair Marina Pier 1 West, Flushing Bay",7/21/2016,8:15 AM,20,,20,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"World's Fair Marina boat ramp, Flushing Bay",7/21/2016,8:30 AM,10,,10,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
Flushing Creek,7/21/2016,9:29 AM,84,,84,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
Meadow Lake (Flushing Meadows-Corona Park),7/21/2016,9:43 AM,31,,31,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
Little Neck Bay,7/21/2016,8:11 AM,52,,52,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Hallets Cove, East River",7/21/2016,3:35 PM,253,,253,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Anable Basin, East River",7/21/2016,10:30 AM,20,,20,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Gantry State Park, East River",7/21/2016,11:20 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"North Brooklyn Boat Club, Newtown Creek",7/21/2016,11:01 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"North Henry Street, Newtown Creek",7/21/2016,11:26 AM,74,,74,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Stuyvesant Cove, East River",7/21/2016,11:14 AM,41,,41,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
Bushwick Inlet Park,7/21/2016,8:36 AM,30,,30,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Wallabout Channel, Brooklyn Navy Yard",7/21/2016,7:29 AM,<10,,5,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Pier 42/Jackson St., East River",7/21/2016,11:37 AM,20,,20,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Main Street Beach (Dumbo), East River",7/21/2016,7:47 AM,10,,10,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
"Brooklyn Bridge Beach (Manhattan), East River",7/21/2016,9:48 AM,109,,109,0,0,0,0.35,0,0,0,0,0,0.35,N,N,Y
